,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
20,7465874,http://axiinninfinitye.com,http://www.phishtank.com/phish_detail.php?phish_id=7465874,2022-03-17T00:29:14+00:00,yes,2022-03-17T00:32:04+00:00,yes,Other
